Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,VideoPath,AudioPath,Label
2930,"Yeah, you made me feel really guilty about goinâ out with that girl!",Joey,anger,negative,295,7,7,11,"00:14:06,428","00:14:07,762",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U7.wav,anger
2931,Like-like-like I did something terrible to you!,Joey,anger,negative,295,8,7,11,"0:14:07,930","0:14:09,849",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U8.wav,anger
2932,"And now Pheebs, youâre doing the same thing!",Joey,anger,negative,295,9,7,11,"0:14:09,849","0:14:11,778",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U9.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U9.wav,anger
2933,ThatâItâs not the same thing! This is,Phoebe,anger,negative,295,10,7,11,"00:14:11,892","00:14:14,602",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U10.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U10.wav,anger
2934,"Okay, well my girl from the other night was special. She was a scientist too!",Joey,anger,negative,295,11,7,11,"00:14:19,733","00:14:23,319",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U11.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U11.wav,anger
2935,She was?,Phoebe,surprise,negative,295,12,7,11,"00:14:22,069","00:14:23,319",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U12.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U12.wav,neutral
2936,"Well, she graduated from high school!",Joey,anger,negative,295,13,7,11,"00:14:23,737","00:14:26,364",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U13.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U13.wav,anger
2937,"Okay, whatever.",Phoebe,joy,positive,295,14,7,11,"0:14:27,366","0:14:28,708",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U14.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U14.wav,neutral
2938,Yâknow what?,Phoebe,neutral,neutral,295,15,7,11,"0:14:28,708","0:14:28,967",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U15.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U15.wav,neutral
2939,"I donât have time to convince you because heâs only here for four hours, and Iâm gonna go see him!",Phoebe,anger,negative,295,16,7,11,"00:14:29,076","00:14:32,787",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U16.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U16.wav,anger
2940,Fine!,Joey,anger,negative,295,17,7,11,"0:14:32,955","0:14:33,667",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U17.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U17.wav,anger
2941,Yeah!,Phoebe,anger,negative,295,18,7,11,"0:14:33,667","0:14:34,059",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U18.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U18.wav,anger
2942,Fine!,Joey,anger,negative,295,19,7,11,"0:14:34,059","0:14:34,602",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U19.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U19.wav,anger
2943,Yeah!,Phoebe,anger,negative,295,20,7,11,"0:14:34,602","0:14:35,853",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U20.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U20.wav,anger
2944,"What are you still doinâ here?! I told you, lobster ravioli!",Joey,anger,negative,295,21,7,11,"00:14:37,001","00:14:40,753",/home/klad/Desktop/Friends/Friends_Clips/video/S07E11_D295_U21.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S07E11_D295_U21.wav,anger
2945,"Sorry I'm late, I was stuck at work. There was this big dinosaur.. thing.. anyway.",Ross,neutral,neutral,296,0,1,2,"00:14:38,085","00:14:41,546",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U0.wav,neutral
2946,Hi.,Susan,neutral,neutral,296,1,1,2,"00:14:42,631","00:14:44,173",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U1.wav,neutral
2947,"Ross, you remember Susan.",Carol,neutral,neutral,296,2,1,2,"0:14:44,758","0:14:46,690",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U2.wav,neutral
2948,How could I forget?,Ross,surprise,positive,296,3,1,2,"0:14:46,690","0:14:47,832",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U3.wav,cause
2949,Ross.,Susan,neutral,neutral,296,4,1,2,"0:14:47,832","0:14:47,971",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U4.wav,neutral
2950,"Hello, Susan.  Good shake. Good shake. So, uh, we're just waiting for...?",Ross,anger,negative,296,5,1,2,"00:14:49,471","00:14:56,728",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U5.wav,anger
2951,Dr. Oberman.,Carol,neutral,neutral,296,6,1,2,"0:14:56,937","0:14:57,829",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U6.wav,neutral
2952,..Dr. Oberman. Okay. And is he-,Ross,neutral,neutral,296,7,1,2,"0:14:57,829","0:14:59,285",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U7.wav,neutral
2953,She.,Susan,neutral,neutral,296,8,1,2,"00:14:59,440","00:15:01,983",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U8.wav,neutral
2954,"-she, of course, she- uh- familiar with our.. special situation?",Ross,neutral,neutral,296,9,1,2,"00:14:59,440","00:15:07,196",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U9.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U9.wav,neutral
2955,"Yes, and she's very supportive.",Carol,neutral,neutral,296,10,1,2,"00:15:07,406","00:15:09,240",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U10.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U10.wav,neutral
2956,"Okay, that's great.  No, I'm- Oh.",Ross,joy,positive,296,11,1,2,"00:15:09,450","00:15:14,704",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U11.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U11.wav,neutral
2957,Thanks.,Carol,neutral,neutral,296,12,1,2,"00:15:15,706","00:15:17,165",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U12.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U12.wav,neutral
2958,"Quack, quack..",Ross,neutral,neutral,296,13,1,2,"00:15:31,680","00:15:32,889",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U13.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U13.wav,neutral
2959,Ross? That opens my cervix.,Carol,surprise,positive,296,14,1,2,"00:15:35,309","00:15:38,937",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U14.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U14.wav,neutral
2960,Barry?,Rachel,surprise,positive,296,15,1,2,"0:15:45,778","0:15:46,279",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U15.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U15.wav,neutral
2961,C'mon in.,Barry,neutral,neutral,296,16,1,2,"0:15:46,279","0:15:48,348",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U16.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U16.wav,neutral
2962,Are you sure?,Rachel,surprise,positive,296,17,1,2,"00:15:48,489","00:15:49,447",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U17.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U17.wav,neutral
2963,"Yeah! It's fine, it's fine. Robbie's gonna be here for hours.",Barry,neutral,neutral,296,18,1,2,"00:15:49,657","00:15:52,116",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U18.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U18.wav,neutral
2964,Huh?!,Robbie,surprise,negative,296,19,1,2,"00:15:52,326","00:15:53,493",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U19.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U19.wav,neutral
2965,"So, how ya doin?",Barry,neutral,neutral,296,20,1,2,"00:15:56,705","00:15:58,414",/home/klad/Desktop/Friends/Friends_Clips/video/S01E02_D296_U20.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E02_D296_U20.wav,neutral
2967,Does she use the cups? Yes! I believe she does. Does she use the plates? Yes! I believe she does.,Monica,neutral,neutral,297,0,4,20,"00:08:33,763","00:08:37,599",/home/klad/Desktop/Friends/Friends_Clips/video/S04E20_D297_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S04E20_D297_U0.wav,neutral
2968,"Oh. Thank you. Ohhh, thank you very much. Oh, thank you for coming.  Uh, just a second!",Monica,joy,positive,297,1,4,20,"00:08:47,109","00:08:53,114",/home/klad/Desktop/Friends/Friends_Clips/video/S04E20_D297_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S04E20_D297_U1.wav,neutral
2969,"No-no, let me in!",Phoebe,anger,negative,297,2,4,20,"0:08:59,872","0:09:02,083",/home/klad/Desktop/Friends/Friends_Clips/video/S04E20_D297_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S04E20_D297_U2.wav,anger
2970,Phoebe?,Monica,neutral,neutral,297,3,4,20,"0:09:02,083","0:09:02,623",/home/klad/Desktop/Friends/Friends_Clips/video/S04E20_D297_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S04E20_D297_U3.wav,neutral
2971,Yeah!,Phoebe,joy,positive,297,4,4,20,"00:09:02,708","00:09:03,917",/home/klad/Desktop/Friends/Friends_Clips/video/S04E20_D297_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S04E20_D297_U4.wav,neutral
2972,Can you just hold on for one minute?,Monica,neutral,neutral,297,5,4,20,"00:09:04,085","00:09:05,794",/home/klad/Desktop/Friends/Friends_Clips/video/S04E20_D297_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S04E20_D297_U5.wav,cause
2973,"No, you have to let me in right now!!",Phoebe,joy,positive,297,6,4,20,"00:09:05,962","00:09:08,213",/home/klad/Desktop/Friends/Friends_Clips/video/S04E20_D297_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S04E20_D297_U6.wav,cause
2974,Are you alone?,Monica,neutral,neutral,297,7,4,20,"0:09:09,882","0:09:10,466",/home/klad/Desktop/Friends/Friends_Clips/video/S04E20_D297_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S04E20_D297_U7.wav,neutral
2975,Yes!,Phoebe,joy,positive,297,8,4,20,"0:09:10,466","0:09:11,858",/home/klad/Desktop/Friends/Friends_Clips/video/S04E20_D297_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S04E20_D297_U8.wav,neutral
2976,All right.,Monica,neutral,neutral,297,9,4,20,"00:09:12,802","00:09:13,969",/home/klad/Desktop/Friends/Friends_Clips/video/S04E20_D297_U9.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S04E20_D297_U9.wav,neutral
2977,Let go!,Monica,anger,negative,298,0,3,9,"0:22:08,368","0:22:08,952",/home/klad/Desktop/Friends/Friends_Clips/video/S03E09_D298_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E09_D298_U0.wav,anger
2978,No! You let go!,Ross,anger,negative,298,1,3,9,"0:22:08,952","0:22:11,294",/home/klad/Desktop/Friends/Friends_Clips/video/S03E09_D298_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E09_D298_U1.wav,anger
2980,How come itâs always us left in the field holding the ball?,Ross,joy,positive,298,2,3,9,"00:22:13,206","00:22:16,250",/home/klad/Desktop/Friends/Friends_Clips/video/S03E09_D298_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E09_D298_U2.wav,cause
2981,I donât know. I guess the other people just donât care enough.,Monica,neutral,neutral,298,3,3,9,"00:22:16,418","00:22:20,254",/home/klad/Desktop/Friends/Friends_Clips/video/S03E09_D298_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E09_D298_U3.wav,neutral
2982,Hey! Itâs starting to snow.,Ross,sadness,negative,298,4,3,9,"00:22:25,927","00:22:28,804",/home/klad/Desktop/Friends/Friends_Clips/video/S03E09_D298_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E09_D298_U4.wav,neutral
2983,Gimme the this!,Ross,anger,negative,298,5,3,9,"0:22:33,060","0:22:35,605",/home/klad/Desktop/Friends/Friends_Clips/video/S03E09_D298_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E09_D298_U5.wav,anger
2984,Let go!,Monica,anger,negative,298,6,3,9,"0:22:35,605","0:22:36,285",/home/klad/Desktop/Friends/Friends_Clips/video/S03E09_D298_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E09_D298_U6.wav,anger
2989,"Shoot! Shoot! Shoot! Shoot, or just fall down. That's good too.",Joey,joy,positive,300,0,1,23,"00:03:37,967","00:03:42,137",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U0.wav,neutral
2990,Knick fan?,Lydia,neutral,neutral,300,1,1,23,"0:03:43,056","0:03:43,818",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U1.wav,neutral
2991,"Oh, yeah.",Joey,neutral,neutral,300,2,1,23,"0:03:43,818","0:03:44,358",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U2.wav,neutral
2992,"Oh, boy, do they suck.",Lydia,anger,negative,300,3,1,23,"0:03:44,474","0:03:46,566",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U3.wav,anger
2993,"Hey, listen, lady.......whoa.",Joey,surprise,negative,300,4,1,23,"0:03:46,566","0:03:47,696",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U4.wav,neutral
2994,"Look, look at your man, Ewing. Nice shot. You know what, he couldn't hit water if he was standing on a boat.",Lydia,disgust,negative,300,5,1,23,"00:03:50,480","00:03:56,443",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U5.wav,cause
2995,Oh yeah? And who do you like?,Joey,neutral,neutral,300,6,1,23,"00:03:56,611","00:03:58,111",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U6.wav,neutral
2996,The Celtics.,Lydia,neutral,neutral,300,7,1,23,"0:03:58,279","0:03:59,041",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U7.wav,neutral
2997,"The Celtics? Ha. They couldn't hit a boat if...wait. They suck, alright?",Joey,disgust,negative,300,8,1,23,"0:03:59,041","0:04:07,581",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U8.wav,cause
2998,"Oh, shut up. You know, it's a rebuilding year. You... waah!",Lydia,anger,negative,300,9,1,23,"00:04:08,081","00:04:11,875",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U9.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U9.wav,anger
2999,"Wha? Wha..aa? Let me get the father. Hey, we need a father over here! We need a father!",Joey,anger,negative,300,10,1,23,"00:04:12,043","00:04:17,506",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U10.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U10.wav,anger
3000,There is no father.,Lydia,neutral,neutral,300,11,1,23,"00:04:16,172","00:04:17,506",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U11.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U11.wav,neutral
3001,"Oh, oh, oh, sorry.",Joey,fear,negative,300,12,1,23,"00:04:17,674","00:04:19,424",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U12.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U12.wav,neutral
3003,"Oh, uh, ok. Right this way. All the other pregnant women seem to be goin' in here.",Joey,neutral,neutral,300,14,1,23,"0:04:23,222","0:04:23,612",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U14.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U14.wav,neutral
3004,Ok.,Lydia,neutral,neutral,300,15,1,23,"00:04:20,885","00:04:23,553",/home/klad/Desktop/Friends/Friends_Clips/video/S01E23_D300_U15.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E23_D300_U15.wav,neutral
3005,"Sweetheart, just gimme- gimme another chance, okay, we'll start all over again. We'll go back to Aruba.",Barry,fear,negative,301,0,1,20,"00:19:25,164","00:19:32,128",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U0.wav,neutral
3006,"Dr. Farber, we've got a bit of an emergency here...Jason Costalano is choking on his retainer.",Bernice,fear,negative,301,1,1,20,"00:19:35,465","00:19:41,220",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U1.wav,neutral
3007,Oh God...,Barry,fear,negative,301,2,1,20,"00:19:41,388","00:19:43,141",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U2.wav,neutral
3008,"I'll be right there, Bernice.",Barry,neutral,neutral,301,3,1,20,"00:19:41,388","00:19:44,265",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U3.wav,neutral
3009,"Look, please, please don't go anywhere, okay?",Barry,fear,negative,301,4,1,20,"00:19:44,433","00:19:46,726",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U4.wav,neutral
3011,Okay.,Rachel,neutral,neutral,301,6,1,20,"0:19:48,456","0:19:50,116",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U6.wav,neutral
3012,"Okay, we'll be here!",Rachel,neutral,neutral,301,7,1,20,"0:19:50,230","0:19:52,441",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U7.wav,neutral
3013,Hating you!,Rachel,anger,negative,301,8,1,20,"0:19:52,441","0:19:53,301",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U8.wav,anger
3014,Did you see how he was sweating when he walked out of there?,Rachel,surprise,negative,301,9,1,20,"00:19:54,443","00:19:59,697",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U9.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U9.wav,neutral
3015,"Listen honey, if I'm hogging the ball too much you just jump right in there and take a couple punches because I'm telling you, this feels",Rachel,neutral,neutral,301,10,1,20,"00:19:57,321","00:20:07,622",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U10.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U10.wav,neutral
3016,Yeah... I'm pretty sure I'm still gonna marry him.,Mindy,joy,positive,301,11,1,20,"00:20:03,744","00:20:07,622",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U11.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U11.wav,neutral
3017,"What are you talking about?! Mindy, the guy is the devil! He's Satan in a smock!",Rachel,disgust,negative,301,12,1,20,"00:20:08,749","00:20:16,214",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U12.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U12.wav,cause
3018,"Look, I know he's not perfect, but the truth is, at the end of the day, I still really wanna be Mrs. Dr. Barry Farber, D.D.S.",Mindy,neutral,neutral,301,13,1,20,"00:20:17,007","00:20:24,972",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U13.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U13.wav,neutral
3019,Oh God.,Rachel,surprise,negative,301,14,1,20,"00:20:34,358","00:20:35,858",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U14.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U14.wav,neutral
3020,I hope you can find some way to be happy for me. And I hope you'll still be my maid of honor...?,Mindy,fear,negative,301,15,1,20,"00:20:36,360","00:20:42,365",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U15.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U15.wav,neutral
3021,And I hope Barry doesn't kill you and eat you in Aruba.,Rachel,sadness,negative,301,16,1,20,"00:20:43,617","00:20:46,702",/home/klad/Desktop/Friends/Friends_Clips/video/S01E20_D301_U16.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S01E20_D301_U16.wav,cause
3022,"Listen, Robertâs gonna be here any second so, will one of you just tell him?",Phoebe,neutral,neutral,302,0,3,13,"00:16:52,761","00:16:57,015",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U0.wav,neutral
3023,Oh.,Ross,sadness,negative,302,1,3,13,"00:16:57,182","00:16:58,683",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U1.wav,neutral
3024,"Please, right now, no, every time I see him itâs like âIs it on the lose?â âIs it watching me?â",Phoebe,fear,negative,302,2,3,13,"00:16:58,851","00:17:08,901",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U2.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U2.wav,neutral
3025,"We canât tell him, you canât go up to a guy you barely know and talk about his.... stuff.",Chandler,anger,negative,302,3,3,13,"00:17:04,648","00:17:08,901",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U3.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U3.wav,anger
3026,"Heâs right, even if itâs to say something complementary.",Ross,neutral,neutral,302,4,3,13,"00:17:11,488","00:17:15,324",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U4.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U4.wav,neutral
3027,Hey!,Robert,surprise,positive,302,5,3,13,"0:17:18,787","0:17:19,288",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U5.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U5.wav,neutral
3028,Hey.,Phoebe,neutral,neutral,302,6,3,13,"0:17:19,288","0:17:20,717",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U6.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U6.wav,neutral
3029,"So are ready for the gym? Theyâve got this new rock climbing wall, we can spot each other.",Robert,neutral,neutral,302,7,3,13,"00:17:20,831","00:17:29,505",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U7.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U7.wav,neutral
3030,"No, I can spot you from here.",Phoebe,neutral,neutral,302,8,3,13,"00:17:26,962","00:17:29,505",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U8.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U8.wav,neutral
3031,What?,Robert,surprise,negative,302,9,3,13,"00:17:32,634","00:17:34,135",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U9.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U9.wav,neutral
3032,"Okay, listen Robert...",Phoebe,neutral,neutral,302,10,3,13,"00:17:35,012","00:17:37,555",/home/klad/Desktop/Friends/Friends_Clips/video/S03E13_D302_U10.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E13_D302_U10.wav,neutral
3033,I donât have time for this.,Phoebe,anger,negative,303,0,2,5,"00:11:10,795","00:11:12,921",/home/klad/Desktop/Friends/Friends_Clips/video/S02E05_D303_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S02E05_D303_U0.wav,anger
3034,"No, that is what the game is.",Monica,neutral,neutral,303,1,2,5,"00:11:13,089","00:11:16,758",/home/klad/Desktop/Friends/Friends_Clips/video/S02E05_D303_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S02E05_D303_U1.wav,neutral
3035,Which you just gave up really quickly.,Phoebe,neutral,neutral,304,0,3,5,"00:11:13,089","00:11:16,758",/home/klad/Desktop/Friends/Friends_Clips/video/S03E05_D304_U0.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E05_D304_U0.wav,neutral
3036,Have you seen Joey?,Chandler,neutral,neutral,304,1,3,5,"0:11:19,428","0:11:20,304",/home/klad/Desktop/Friends/Friends_Clips/video/S03E05_D304_U1.mkv,/home/klad/Desktop/Friends/Friends_Clips/audio/S03E05_D304_U1.wav,neutral
