Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,VideoPath,AudioPath,Label
3173,All right!,Joey,neutral,neutral,316,7,4,8,"00:00:34,451","00:00:35,701",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E08_D316_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E08_D316_U7.wav,neutral
3174,"What is the name of your roommate who is very, very sorry and would do anything",Voice,neutral,neutral,316,8,4,8,"00:00:35,869","00:00:41,874",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S04E08_D316_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S04E08_D316_U8.wav,cause
3175,Joseph Francis Tribbiani are you home yet?!!,Phoebe,neutral,neutral,317,0,7,11,"00:03:26,247","00:03:30,375",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U0.wav,neutral
3176,"Umm, I think hes still out. Whats wrong?",Rachel,joy,positive,317,1,7,11,"00:03:30,543","00:03:32,586",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U1.wav,neutral
3177,"Well, Ill tell you Rachel Karen Green, I had plans with Joey tonight and he left me this note.",Phoebe,neutral,neutral,317,2,7,11,"00:03:32,754","00:03:38,342",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U2.wav,neutral
3178,"""Pheebs, cant make it, got a date. Talk to you later. Big Daddy.""  Big Daddy?",Rachel,anger,negative,317,3,7,11,"00:03:39,093","00:03:44,139",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U3.wav,anger
3179,Oh thats a nickname we were trying out.,Phoebe,neutral,neutral,317,4,7,11,"00:03:45,266","00:03:48,060",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U4.wav,neutral
3180,"Hey, yknow what nickname never caught on? The Ross-A-Tron!",Ross,joy,positive,317,5,7,11,"0:03:48,228","0:03:51,750",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U5.wav,neutral
3181,Hey!,Joey,joy,positive,317,6,7,11,"0:03:51,750","0:03:52,581",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U6.wav,neutral
3182,Oh! Heres Joseph Francis!,Phoebe,joy,positive,317,7,7,11,"00:03:55,401","00:03:58,195",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U7.wav,neutral
3183,Oh-Wha-Ho! What are you middle naming me for?! I left you a note!,Joey,surprise,negative,317,8,7,11,"00:03:58,363","00:04:03,408",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U8.wav,cause
3184,So what?! That doesnt give you the right to ditch me!,Phoebe,anger,negative,317,9,7,11,"00:04:03,576","00:04:05,953",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U9.wav,anger
3185,"Hey, you can cancel plans with friends if there is the possibility for sex!",Joey,anger,negative,317,10,7,11,"00:04:06,120","00:04:10,332",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U10.wav,anger
3186,"Phoebe hes right, that is the rule.",Ross,neutral,neutral,317,11,7,11,"00:04:10,500","00:04:12,292",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U11.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U11.wav,neutral
3187,I dont accept this rule.,Phoebe,anger,negative,317,12,7,11,"00:04:12,460","00:04:13,752",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U12.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U12.wav,anger
3188,"When we make plans, I expect you to show up.",Phoebe,anger,negative,317,13,7,11,"00:04:13,920","00:04:16,338",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U13.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U13.wav,anger
3189,"Okay, I cant just be a way to kill time til you meet someone better!",Phoebe,anger,negative,317,14,7,11,"00:04:16,506","00:04:19,758",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U14.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U14.wav,anger
3190,"Yknow boyfriends and girlfriends come and go, but this  is for life!",Phoebe,anger,negative,317,15,7,11,"00:04:19,926","00:04:24,638",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S07E11_D317_U15.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S07E11_D317_U15.wav,anger
3196,"Lights.  Uh, romantic lights.",Pete,neutral,neutral,319,0,3,23,"00:17:35,387","00:17:40,058",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U0.wav,neutral
3197,"Ooh, nice.",Monica,joy,positive,319,1,3,23,"00:17:40,476","00:17:42,977",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U1.wav,neutral
3198,"So ah, there was this thing I wanted to talk to you about.",Pete,neutral,neutral,319,2,3,23,"00:17:43,145","00:17:46,564",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U2.wav,neutral
3199,"Oh, right! I completely forgot about that.",Monica,neutral,neutral,319,3,3,23,"00:17:47,024","00:17:50,610",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U3.wav,neutral
3200,"Well ah, Ive been doing a lot of thinking, and I look at my life",Pete,neutral,neutral,319,4,3,23,"00:17:53,489","00:17:59,494",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U4.wav,neutral
3201,Yeah?,Monica,neutral,neutral,319,5,3,23,"00:17:57,951","00:17:59,494",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U5.wav,neutral
3202,"And I feel like Ive conquered the business world, and I feel like Ive conquered the intellectual world, and now I-I have the most beautiful woman in the world.",Pete,anger,negative,319,6,3,23,"00:17:59,661","00:18:10,630",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U6.wav,anger
3203,Wow.,Monica,surprise,positive,319,7,3,23,"00:18:12,216","00:18:13,591",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U7.wav,neutral
3204,Theres one thing missing.,Pete,sadness,negative,319,8,3,23,"00:18:14,676","00:18:16,385",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U8.wav,neutral
3205,Whats that?,Monica,neutral,neutral,319,9,3,23,"00:18:17,679","00:18:18,930",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U9.wav,neutral
3206,Its time for me to conquer the physical world.,Pete,neutral,neutral,319,10,3,23,"00:18:20,516","00:18:23,559",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U10.wav,neutral
3207,Okay.,Monica,neutral,neutral,319,11,3,23,"00:18:26,063","00:18:27,563",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U11.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U11.wav,neutral
3208,"Monica, I want to become  the Ultimate Fighting Champion.",Pete,neutral,neutral,319,12,3,23,"00:18:28,857","00:18:38,241",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U12.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U12.wav,neutral
3209,You wanna what?!,Monica,surprise,negative,319,13,3,23,"00:18:36,532","00:18:38,241",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U13.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U13.wav,neutral
3210,"I want to become the Ultimate Fighting Champion! Its the most intense physical competition in the world, its banned in 49 states!",Pete,joy,positive,319,14,3,23,"00:18:39,034","00:18:45,957",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U14.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U14.wav,neutral
3211,What are you talking about?,Monica,surprise,negative,319,15,3,23,"00:18:46,542","00:18:48,376",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U15.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U15.wav,neutral
3212,"Okay, my trainer, Ho Chi, is teaching me a combination of Gee Koon Doe and Brazilian street fighting, Ive even had my own octagon training ring designed.",Pete,neutral,neutral,319,16,3,23,"00:18:48,544","00:18:56,592",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U16.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U16.wav,neutral
3213,And I suppose you used a ring designer for that.,Monica,joy,positive,319,17,3,23,"00:18:56,760","00:18:59,679",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U17.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U17.wav,neutral
3214,Yeah.,Pete,neutral,neutral,319,18,3,23,"00:19:00,055","00:19:01,389",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U18.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U18.wav,neutral
3215,"Monica, I want you there in the front row when I win.",Pete,joy,positive,319,19,3,23,"00:19:02,307","00:19:05,810",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U19.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U19.wav,neutral
3216,I want you close enough to smell the blood.,Pete,joy,positive,319,20,3,23,"00:19:05,978","00:19:08,479",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U20.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U20.wav,cause
3217,What do you think?,Pete,neutral,neutral,319,21,3,23,"00:19:10,482","00:19:12,150",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U21.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U21.wav,neutral
3218,My parents will be so happy.,Monica,disgust,negative,319,22,3,23,"00:19:13,402","00:19:15,653",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S03E23_D319_U22.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S03E23_D319_U22.wav,neutral
3273,You said I was boring--Ohh!,Phoebe,anger,negative,327,0,5,22,"00:18:18,555","00:18:21,265",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E22_D327_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E22_D327_U0.wav,anger
3274,When did I say you were boring?!,Ross,neutral,neutral,327,1,5,22,"00:18:24,269","00:18:25,770",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E22_D327_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E22_D327_U1.wav,neutral
3275,"Oh my God, I remember now! We were playing chess!",Phoebe,surprise,positive,327,2,5,22,"00:18:25,979","00:18:29,065",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E22_D327_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E22_D327_U2.wav,neutral
3276,Phoebe! You and I have,Ross,neutral,neutral,327,3,5,22,"00:18:29,274","00:18:32,235",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E22_D327_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E22_D327_U3.wav,neutral
3277,"Oh, come on!",Phoebe,joy,positive,327,4,5,22,"00:18:32,444","00:18:33,486",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E22_D327_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E22_D327_U4.wav,neutral
3278,"Yes, remember that time on the frozen lake?",Phoebe,neutral,neutral,327,5,5,22,"00:18:33,654","00:18:37,615",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E22_D327_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E22_D327_U5.wav,neutral
3279,"We were playing chess, you said I was boring, and then you took off your energy mask and you were Cameron Diaz!",Phoebe,anger,negative,327,6,5,22,"00:18:37,783","00:18:41,744",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E22_D327_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E22_D327_U6.wav,anger
3280,"Okay, there's a",Phoebe,neutral,neutral,327,7,5,22,"00:18:44,832","00:18:47,333",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E22_D327_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E22_D327_U7.wav,neutral
3281,"All right, Im leaving!",Jill,anger,negative,328,0,6,14,"00:21:20,279","00:21:22,989",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D328_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D328_U0.wav,anger
3282,Because Im not going to spend one more day with someone whose out to sabotage my every move.,Jill,anger,negative,328,1,6,14,"00:21:20,279","00:21:25,658",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D328_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D328_U1.wav,anger
3283,Thats you Rachel!,Jill,anger,negative,328,2,6,14,"00:21:25,867","00:21:27,076",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D328_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D328_U2.wav,anger
3284,"Yeah, I got that.",Rachel,neutral,neutral,328,3,6,14,"00:21:28,161","00:21:29,328",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D328_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D328_U3.wav,neutral
3285,"And you! I throw myself at you and you say no, how gay are you?",Jill,anger,negative,328,4,6,14,"00:21:29,955","00:21:34,458",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D328_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D328_U4.wav,anger
3286,You take care Jill.,Ross,neutral,neutral,328,5,6,14,"00:21:39,923","00:21:42,008",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D328_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D328_U5.wav,neutral
3287,"Okay, see ya!",Jill,joy,positive,328,6,6,14,"0:21:42,217","0:21:42,968",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D328_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D328_U6.wav,neutral
3288,Bye-bye,Joey,joy,positive,328,7,6,14,"0:21:42,968","0:21:45,117",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D328_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D328_U7.wav,neutral
3290,"I-I cant believe Jills gone.  I cant help it, I opened a gate.",Chandler,sadness,negative,328,8,6,14,"00:21:46,471","00:21:53,436",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E14_D328_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E14_D328_U8.wav,neutral
3291,"How about, youre moving!!",Monica,joy,positive,329,0,6,6,"00:12:50,478","00:12:52,103",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U0.wav,neutral
3292,Look! This is ridiculous. We should be packing you!!,Rachel,anger,negative,329,1,6,6,"00:13:02,865","00:13:07,869",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U1.wav,anger
3293,"Hey, how are you guys doing?",Phoebe,neutral,neutral,329,2,6,6,"0:13:09,830","0:13:11,249",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U2.wav,neutral
3294,Great! Monicas moving!,Rachel,joy,positive,329,3,6,6,"0:13:11,249","0:13:12,931",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U3.wav,neutral
3295,I am not!,Monica,anger,negative,329,4,6,6,"00:13:14,376","00:13:15,460",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U4.wav,anger
3296,Oh really?! Then how come all your stuff is in this box?!,Rachel,surprise,negative,329,5,6,6,"00:13:15,628","00:13:18,671",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U5.wav,cause
3297,"Okay, you guys. You guys I think I know whats going on here. Okay, you guys",Phoebe,neutral,neutral,329,6,6,6,"00:13:18,839","00:13:22,258",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U6.wav,neutral
3298,No Phoebe I am mad!,Monica,anger,negative,329,7,6,6,"0:13:33,854","0:13:35,106",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U7.wav,anger
3299,"Well, deep-deep-deep down!",Phoebe,neutral,neutral,329,8,6,6,"0:13:35,106","0:13:36,127",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U8.wav,neutral
3300,"Yeah, Im just mad!",Rachel,anger,negative,329,9,6,6,"00:13:36,273","00:13:37,732",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U9.wav,anger
3301,Then keep running.,Phoebe,neutral,neutral,329,10,6,6,"00:13:38,567","00:13:39,692",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S06E06_D329_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S06E06_D329_U10.wav,neutral
3306,Oh! Here we,Phoebe,anger,negative,331,0,5,2,"00:07:46,799","00:07:48,383",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E02_D331_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E02_D331_U0.wav,anger
3307,"All right, y'know what, we've been talking about London too much haven't we?",Chandler,neutral,neutral,331,1,5,2,"00:07:55,766","00:07:58,059",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E02_D331_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E02_D331_U1.wav,neutral
3309,I'm sorry.,Phoebe,neutral,neutral,331,2,5,2,"00:07:58,561","00:07:59,561",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E02_D331_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E02_D331_U2.wav,neutral
3310,It's just 'cause I couldn't be there.,Phoebe,neutral,neutral,331,3,5,2,"00:07:58,561","00:08:01,354",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E02_D331_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E02_D331_U3.wav,neutral
3311,"Cause all I ever get to do now is pregnant stuff, it just bums me out.",Phoebe,sadness,negative,331,4,5,2,"00:08:01,606","00:08:05,066",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E02_D331_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E02_D331_U4.wav,cause
3312,Sorry.,All,neutral,neutral,331,5,5,2,"00:08:05,318","00:08:06,776",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E02_D331_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E02_D331_U5.wav,neutral
3313,What happened?,Monica,neutral,neutral,331,6,5,2,"00:08:07,820","00:08:10,906",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E02_D331_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E02_D331_U6.wav,neutral
3314,"Well, y'know, a little of this, a little of that. Got myself a date tomorrow night.",Rachel,neutral,neutral,331,7,5,2,"00:08:11,157","00:08:12,824",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E02_D331_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E02_D331_U7.wav,neutral
3315,"See, didn't I tell you?! You're getting over Ross already!",Monica,joy,positive,331,8,5,2,"00:08:13,075","00:08:17,078",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E02_D331_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E02_D331_U8.wav,neutral
3317,Get out!,Gunther,joy,positive,331,9,5,2,"00:08:18,664","00:08:19,706",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S05E02_D331_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S05E02_D331_U9.wav,neutral
3318,I just didnt see the fast song coming.,Ross,surprise,negative,332,0,8,1,"00:21:43,719","00:21:46,137",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U0.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U0.wav,neutral
3319,Shh.,Joey,neutral,neutral,332,1,8,1,"0:21:46,305","0:21:46,389",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U1.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U1.wav,neutral
3320,Shh.,Joey,neutral,neutral,332,2,8,1,"0:21:46,389","0:21:48,183",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U2.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U2.wav,neutral
3321,"Dont try to talk, well get you up to your room, well soak your feet, youll be okay.",Joey,neutral,neutral,332,3,8,1,"0:21:48,183","0:21:50,915",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U3.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U3.wav,neutral
3322,"Oh, thank you.",Ross,neutral,neutral,332,4,8,1,"0:21:50,976","0:21:51,898",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U4.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U4.wav,neutral
3323,That is so sweet!,Mona,joy,positive,332,5,8,1,"0:21:51,898","0:21:53,282",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U5.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U5.wav,neutral
3324,Yeah.,Joey,neutral,neutral,332,6,8,1,"00:21:53,395","00:21:54,812",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U6.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U6.wav,neutral
3325,"No, I mean it. There are so few genuinely nice guys out there.",Mona,anger,negative,332,7,8,1,"00:21:53,395","00:21:57,732",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U7.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U7.wav,anger
3326,"Tell me about it, I feel like Im holding down the fort all by myself.",Joey,neutral,neutral,332,8,8,1,"00:21:57,899","00:22:02,111",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U8.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U8.wav,neutral
3327,Its Joey right?,Mona,neutral,neutral,332,9,8,1,"0:22:02,654","0:22:03,996",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U9.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U9.wav,neutral
3328,Yeah.,Joey,neutral,neutral,332,10,8,1,"0:22:03,996","0:22:05,301",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U10.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U10.wav,neutral
3329,Wait a minute!,Ross,surprise,negative,332,11,8,1,"0:22:05,407","0:22:06,089",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U11.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U11.wav,neutral
3330,No!,Ross,anger,negative,332,12,8,1,"0:22:06,089","0:22:07,132",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U12.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U12.wav,anger
3331,Im the nice one!,Ross,surprise,negative,332,13,8,1,"0:22:07,132","0:22:09,013",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U13.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U13.wav,neutral
3332,Im the one who danced with the kids all night!,Ross,surprise,negative,332,14,8,1,"00:22:09,077","00:22:12,955",C:\Users\Owner\Desktop\Friends\Friends_Clips\video\S08E01_D332_U14.mkv,C:\Users\Owner\Desktop\Friends\Friends_Clips\audio\S08E01_D332_U14.wav,neutral
